nombre,categoria,cocina,comuna,barrio,lat,long,geometry
EL QUEBRACHO,BAR,TRADICIONAL,Comuna 1,San Telmo,-34.6243667597896,-58.3741933361757,POINT (-58.3741933361757 -34.6243667597896)
EL QUEQUE,RESTAURANTE,PARRILLA,Comuna 4,Barracas,-34.6461263649446,-58.3782705635047,POINT (-58.3782705635047 -34.6461263649446)
EL QUERANDI,RESTAURANTE,INTERNACIONAL,Comuna 1,Monserrat,-34.6116483509494,-58.374741162738,POINT (-58.374741162738 -34.6116483509494)
EL QUIJOTE,RESTAURANTE,MINUTAS,Comuna 1,Constitucion,-34.6285828783298,-58.3868439253851,POINT (-58.3868439253851 -34.6285828783298)
EL RAGU. PARRILLA AL PASO,RESTAURANTE,PARRILLA,Comuna 1,San Nicolas,-34.6001639072096,-58.3803826658645,POINT (-58.3803826658645 -34.6001639072096)
EL RAPIDO,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5795720978467,-58.4259785193207,POINT (-58.4259785193207 -34.5795720978467)
EL RECOLETO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6007416906449,-58.3726357260336,POINT (-58.3726357260336 -34.6007416906449)
EL RECORD,CONFITERIA,MINUTAS,Comuna 1,San Telmo,-34.6207985702289,-58.377187794671,POINT (-58.377187794671 -34.6207985702289)
EL RECREO,CONFITERIA,TRADICIONAL,Comuna 1,San Telmo,-34.6196221287313,-58.374140811537,POINT (-58.374140811537 -34.6196221287313)
EL REFUGIO DEL ARLEQUIN,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.6161144700871,-58.3717470973844,POINT (-58.3717470973844 -34.6161144700871)
EL REMANSO,RESTAURANTE,MINUTAS,Comuna 4,Barracas,-34.6309796282319,-58.3714026562931,POINT (-58.3714026562931 -34.6309796282319)
EL RENACER DE ARTURITO,RESTAURANTE,PARRILLA,Comuna 9,Mataderos,-34.6726917940274,-58.499409681086,POINT (-58.499409681086 -34.6726917940274)
EL RESORTE,CAFE,SANDWICHERIA,Comuna 1,San Nicolas,-34.6006046423334,-58.3879564622736,POINT (-58.3879564622736 -34.6006046423334)
EL REY DEL VINO,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5807385729284,-58.4290933626009,POINT (-58.4290933626009 -34.5807385729284)
EL RINCON,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6142822187436,-58.3831572622339,POINT (-58.3831572622339 -34.6142822187436)
EL RINCONCITO,RESTAURANTE,PIZZERIA,Comuna 6,Caballito,-34.6256330536607,-58.4312228955395,POINT (-58.4312228955395 -34.6256330536607)
EL RINCON DE ANTONIO,RESTAURANTE,MINUTAS,Comuna 12,Villa Pueyrredon,-34.5854569827257,-58.500686141342,POINT (-58.500686141342 -34.5854569827257)
EL RINCON DE HUGO,RESTAURANTE,TRADICIONAL,Comuna 7,Parque Chacabuco,-34.6374614728015,-58.4513102624887,POINT (-58.4513102624887 -34.6374614728015)
EL RINCON DE MARCOS,CAFE,INTERNACIONAL,Comuna 9,Parque Avellaneda,-34.6500005239543,-58.4700332361826,POINT (-58.4700332361826 -34.6500005239543)
EL RONCAL,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6011485772465,-58.3726083781075,POINT (-58.3726083781075 -34.6011485772465)
EL SALMON DOS,CAFE,TRADICIONAL,Comuna 1,Retiro,-34.595950261118,-58.3731985967946,POINT (-58.3731985967946 -34.595950261118)
EL SANJUANINO,RESTAURANTE,REGIONAL,Comuna 2,Recoleta,-34.5903552979548,-58.4088790102757,POINT (-58.4088790102757 -34.5903552979548)
EL SITIO,RESTAURANTE,INTERNACIONAL,Comuna 1,Monserrat,-34.609417562869,-58.3855705944948,POINT (-58.3855705944948 -34.609417562869)
EL SITIO Y COMA...,RESTAURANTE,PIZZERIA,Comuna 11,Villa Devoto,-34.6067841241327,-58.5134319695385,POINT (-58.5134319695385 -34.6067841241327)
EL SOL,RESTAURANTE,MINUTAS,Comuna 5,Almagro,-34.6100344425861,-58.4211976179393,POINT (-58.4211976179393 -34.6100344425861)
EL SOL,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5818506127766,-58.443272027199,POINT (-58.443272027199 -34.5818506127766)
EL SOLAR,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.600657632765,-58.3874503744915,POINT (-58.3874503744915 -34.600657632765)
EL SOLAR,RESTAURANTE,MINUTAS,Comuna 6,Caballito,-34.6278617192742,-58.4332404083387,POINT (-58.4332404083387 -34.6278617192742)
EL SOSIEGO,RESTAURANTE,TRADICIONAL,Comuna 2,Recoleta,-34.5984333607673,-58.3885661140497,POINT (-58.3885661140497 -34.5984333607673)
EL SULKY,RESTAURANTE,PARRILLA,Comuna 6,Caballito,-34.6257852389849,-58.4312790516846,POINT (-58.4312790516846 -34.6257852389849)
EL TALLER,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.5889392161952,-58.4300356129406,POINT (-58.4300356129406 -34.5889392161952)
EL TEATRO,BAR,MINUTAS,Comuna 1,Retiro,-34.5990880815137,-58.3842681591503,POINT (-58.3842681591503 -34.5990880815137)
EL TELE,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6063293373467,-58.3851689974179,POINT (-58.3851689974179 -34.6063293373467)
EL TIMON,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5824348856721,-58.4438425907351,POINT (-58.4438425907351 -34.5824348856721)
EL TORITO,CAFE,PARRILLA,Comuna 9,Parque Avellaneda,-34.6453946531385,-58.4929342157533,POINT (-58.4929342157533 -34.6453946531385)
EL TOSTADERO,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6015526943324,-58.3858265428088,POINT (-58.3858265428088 -34.6015526943324)
EL TREBOL,CAFE,MINUTAS,Comuna 1,Monserrat,-34.6120786875003,-58.3818672071249,POINT (-58.3818672071249 -34.6120786875003)
EL TREBOL,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5954998651223,-58.3983593689396,POINT (-58.3983593689396 -34.5954998651223)
EL TRIDENTE,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6085588492836,-58.383554547526,POINT (-58.383554547526 -34.6085588492836)
EL VASQUITO,RESTAURANTE,MINUTAS,Comuna 10,Monte Castro,-34.6224762640074,-58.5140977238669,POINT (-58.5140977238669 -34.6224762640074)
EL VERDE,BAR,INTERNACIONAL,Comuna 1,Retiro,-34.5976276838939,-58.372944948423,POINT (-58.372944948423 -34.5976276838939)
EL VESUBIO,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6037257539537,-58.3833740066797,POINT (-58.3833740066797 -34.6037257539537)
EL VIEJO ALMACEN,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.6170785801629,-58.3697854840244,POINT (-58.3697854840244 -34.6170785801629)
EL VIEJO ALMAFUERTE,CAFE,ESPAA'OLA,Comuna 1,Monserrat,-34.6147769514798,-58.3716737398349,POINT (-58.3716737398349 -34.6147769514798)
EL VIEJO CAFE,RESTAURANTE,TRADICIONAL,Comuna 3,Balvanera,-34.6114265267153,-58.4056929215743,POINT (-58.4056929215743 -34.6114265267153)
EL VIVERO CAFE,RESTAURANTE,SANDWICHERIA,Comuna 12,Coghlan,-34.5659975529144,-58.4725157898623,POINT (-58.4725157898623 -34.5659975529144)
ELVO,RESTAURANTE,INTERNACIONAL,Comuna 1,Monserrat,-34.6131385273696,-58.3916377179108,POINT (-58.3916377179108 -34.6131385273696)
EMBRUJO,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5847993703109,-58.4374414048744,POINT (-58.4374414048744 -34.5847993703109)
EMBRUJO RESTO,RESTAURANTE,INTERNACIONAL,Comuna 1,Puerto Madero,-34.599966649833,-58.3674721252562,POINT (-58.3674721252562 -34.599966649833)
EMBRUJO RESTO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.5993397311385,-58.3861067451805,POINT (-58.3861067451805 -34.5993397311385)
EMPIRE THAI,RESTAURANTE,TAILANDESA,Comuna 1,Retiro,-34.5978885338576,-58.3732541006919,POINT (-58.3732541006919 -34.5978885338576)
ENCUENTROS,RESTAURANTE,MINUTAS,Comuna 15,Chacarita,-34.5806925733749,-58.4509557632743,POINT (-58.4509557632743 -34.5806925733749)
ENOL,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6047641227519,-58.4009825074185,POINT (-58.4009825074185 -34.6047641227519)
EN PICADA,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6199633471807,-58.4093957143839,POINT (-58.4093957143839 -34.6199633471807)
ENTRETIEMPO,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.601171730621,-58.3971362184859,POINT (-58.3971362184859 -34.601171730621)
EPICUREOS,RESTAURANTE,DE AUTOR,Comuna 14,Palermo,-34.5669287618355,-58.4354406775109,POINT (-58.4354406775109 -34.5669287618355)
ESMERALDA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6080046654807,-58.3777800474835,POINT (-58.3777800474835 -34.6080046654807)
ESPACIO MIRADA,RESTAURANTE,MINUTAS,Comuna 14,Palermo,-34.5792272844178,-58.4347566849669,POINT (-58.4347566849669 -34.5792272844178)
ESPACIO MIRADA,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5800252530262,-58.4356861727303,POINT (-58.4356861727303 -34.5800252530262)
ESPACIO RENATA,RESTAURANTE,INTERNACIONAL,Comuna 14,Palermo,-34.5892619601295,-58.4246634232941,POINT (-58.4246634232941 -34.5892619601295)
ESPRESSO,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6046677895431,-58.3762822136839,POINT (-58.3762822136839 -34.6046677895431)
ESPRESSO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.602096446184,-58.3879509358381,POINT (-58.3879509358381 -34.602096446184)
ESPRESSO,RESTAURANTE,INTERNACIONAL,Comuna 1,Monserrat,-34.6125447949666,-58.3718034464585,POINT (-58.3718034464585 -34.6125447949666)
ESQUINA ALBERDI,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6293366282867,-58.4557298133243,POINT (-58.4557298133243 -34.6293366282867)
Esquina Taki,BAR,MINUTAS,Comuna 12,Saavedra,-34.5495324209745,-58.4754657728016,POINT (-58.4754657728016 -34.5495324209745)
ESQUINA TANGO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Telmo,-34.6164538964112,-58.3703087927774,POINT (-58.3703087927774 -34.6164538964112)
ESTACION PUEBLO,RESTAURANTE,REGIONAL,Comuna 1,Monserrat,-34.6126501247569,-58.3735326524836,POINT (-58.3735326524836 -34.6126501247569)
ESTILO CAMPO,RESTAURANTE,PARRILLA,Comuna 1,Puerto Madero,-34.6203184232234,-58.3654438534725,POINT (-58.3654438534725 -34.6203184232234)
ESTUDIANTE,BAR,SANDWICHERIA,Comuna 4,Barracas,-34.6431530976641,-58.3736180493007,POINT (-58.3736180493007 -34.6431530976641)
ESTUDIO BAR,RESTAURANTE,MINUTAS,Comuna 13,Colegiales,-34.5698492430793,-58.4488061609079,POINT (-58.4488061609079 -34.5698492430793)
ETNIAS,RESTAURANTE,DE AUTOR,Comuna 14,Palermo,-34.5842610359743,-58.413904186175,POINT (-58.413904186175 -34.5842610359743)
ETRE,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.5990445527051,-58.3795115275786,POINT (-58.3795115275786 -34.5990445527051)
EURO BAR,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6011010606024,-58.3757176542977,POINT (-58.3757176542977 -34.6011010606024)
EUROPA,RESTAURANTE,SANDWICHERIA,Comuna 1,San Telmo,-34.6197127014915,-58.375433201612,POINT (-58.375433201612 -34.6197127014915)
EVER GREEN,RESTAURANTE,CHINA,Comuna 1,San Nicolas,-34.6042459274112,-58.3779963079773,POINT (-58.3779963079773 -34.6042459274112)
EXCLUSIVE PUB,RESTAURANTE,MINUTAS,Comuna 9,Mataderos,-34.6456095310766,-58.4958702061447,POINT (-58.4958702061447 -34.6456095310766)
EXEDRA,RESTAURANTE,MINUTAS,Comuna 1,Retiro,-34.5989362962677,-58.3809730079007,POINT (-58.3809730079007 -34.5989362962677)
EXPRESS,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6011957709893,-58.3783126245494,POINT (-58.3783126245494 -34.6011957709893)
FABIANO CAFE,BAR,SANDWICHERIA,Comuna 14,Palermo,-34.5802732700732,-58.4117027658446,POINT (-58.4117027658446 -34.5802732700732)
FABRIZZIO,RESTAURANTE,PIZZERIA,Comuna 3,Balvanera,-34.6152736134703,-58.4113068825564,POINT (-58.4113068825564 -34.6152736134703)
FACTURY,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.601565189867,-58.388097799431,POINT (-58.388097799431 -34.601565189867)
FACUNDO,RESTAURANTE,TRADICIONAL,Comuna 2,Recoleta,-34.5971640577615,-58.3884123764938,POINT (-58.3884123764938 -34.5971640577615)
FACUNDO,CAFE,MINUTAS,Comuna 3,Balvanera,-34.6012235544919,-58.4024047299424,POINT (-58.4024047299424 -34.6012235544919)
FAMA,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6059700882125,-58.3709357160375,POINT (-58.3709357160375 -34.6059700882125)
FAMILY,RESTAURANTE,PORTEA'A,Comuna 13,Belgrano,-34.5570315598515,-58.4608939847585,POINT (-58.4608939847585 -34.5570315598515)
FARANDULA,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6041486347275,-58.3895372388169,POINT (-58.3895372388169 -34.6041486347275)
FARAON,PUB,SANDWICHERIA,Comuna 6,Caballito,-34.6284505717679,-58.4525149695846,POINT (-58.4525149695846 -34.6284505717679)
FAUSTO,BAR,MINUTAS,Comuna 3,Balvanera,-34.6075359727828,-58.4026287500109,POINT (-58.4026287500109 -34.6075359727828)
FAUSTO,BAR,MINUTAS,Comuna 3,Balvanera,-34.6075359727828,-58.4026287500109,POINT (-58.4026287500109 -34.6075359727828)
FAX,BAR,MINUTAS,Comuna 3,Balvanera,-34.6057212884888,-58.3952015459319,POINT (-58.3952015459319 -34.6057212884888)
FEDERACION GAUCHA PORTEAfaEUR~A,RESTAURANTE,PARRILLA,Comuna 9,Mataderos,-34.6630885396757,-58.5006572007632,POINT (-58.5006572007632 -34.6630885396757)
FEED BACK,BAR,MINUTAS,Comuna 14,Palermo,-34.59094820507,-58.4132631988728,POINT (-58.4132631988728 -34.59094820507)
FEELING,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6008727301437,-58.3934594680535,POINT (-58.3934594680535 -34.6008727301437)
FENICIA,RESTAURANTE,TRADICIONAL,Comuna 1,Retiro,-34.5959367279095,-58.3813680140855,POINT (-58.3813680140855 -34.5959367279095)
FERNANDO,RESTAURANTE,ITALIANA,Comuna 14,Palermo,-34.5777435886819,-58.4244855040752,POINT (-58.4244855040752 -34.5777435886819)
FIAMMA,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.627105735576,-58.4579862581195,POINT (-58.4579862581195 -34.627105735576)
FIDEITAS,RESTAURANTE,ITALIANA,Comuna 10,Velez Sarsfield,-34.6342940734757,-58.4833926218701,POINT (-58.4833926218701 -34.6342940734757)
FILADELFIA,PUB,MINUTAS,Comuna 6,Caballito,-34.6053883588643,-58.4595732644525,POINT (-58.4595732644525 -34.6053883588643)
FILIPPO,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5647364948493,-58.4396842965706,POINT (-58.4396842965706 -34.5647364948493)
FILIPPO,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5959318771354,-58.393524137666,POINT (-58.393524137666 -34.5959318771354)
FILIPPO,RESTAURANTE,TRADICIONAL,Comuna 2,Recoleta,-34.595904642229,-58.3909418588496,POINT (-58.3909418588496 -34.595904642229)
FILO,RESTAURANTE,ITALIANA,Comuna 1,Retiro,-34.5965492656945,-58.3742690293666,POINT (-58.3742690293666 -34.5965492656945)
FLAMINGO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6066988365255,-58.3864019885389,POINT (-58.3864019885389 -34.6066988365255)
FLOPY,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5952427697714,-58.4107323091972,POINT (-58.4107323091972 -34.5952427697714)
FLORA,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5986831963345,-58.3869654764293,POINT (-58.3869654764293 -34.5986831963345)
FLORA,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5986831963345,-58.3869654764293,POINT (-58.3869654764293 -34.5986831963345)
FLORENTINA,CONFITERIA,MINUTAS,Comuna 1,San Nicolas,-34.6040466656593,-58.371068243079,POINT (-58.371068243079 -34.6040466656593)
FLORIDA CITY,CONFITERIA,TRADICIONAL,Comuna 1,San Nicolas,-34.6065315587941,-58.3751163021987,POINT (-58.3751163021987 -34.6065315587941)
FLORIDA STREET,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6010060979346,-58.3750879556582,POINT (-58.3750879556582 -34.6010060979346)
FOGON DE LOS AMIGOS,RESTAURANTE,PARRILLA,Comuna 7,Flores,-34.6309984422105,-58.4711096991144,POINT (-58.4711096991144 -34.6309984422105)
FOJA CERO,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6028302211032,-58.3876622185063,POINT (-58.3876622185063 -34.6028302211032)
FONDUE PER NOI,RESTAURANTE,FRANCESA,Comuna 7,Parque Chacabuco,-34.6325485621434,-58.4255882239609,POINT (-58.4255882239609 -34.6325485621434)
FOREST HILL,RESTAURANTE,MINUTAS,Comuna 15,Chacarita,-34.585123172885,-58.4541286012676,POINT (-58.4541286012676 -34.585123172885)
FOREST HILLS,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6010895449474,-58.3766337091155,POINT (-58.3766337091155 -34.6010895449474)
FORRADO,RESTAURANTE,INTERNACIONAL,Comuna 12,Villa Pueyrredon,-34.5705255699353,-58.50818396285,POINT (-58.50818396285 -34.5705255699353)
FORUM,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6006347207287,-58.3869636329871,POINT (-58.3869636329871 -34.6006347207287)
FOSTER,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6315004623398,-58.4691698830322,POINT (-58.4691698830322 -34.6315004623398)
FRAGA,CONFITERIA,MINUTAS,Comuna 4,Parque Patricios,-34.6387709614793,-58.4015388887821,POINT (-58.4015388887821 -34.6387709614793)
FRANCINE,RESTAURANTE,FRANCESA,Comuna 2,Recoleta,-34.5888266411554,-58.4086717993238,POINT (-58.4086717993238 -34.5888266411554)
FRANCO'S,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6133026670548,-58.4054178608554,POINT (-58.4054178608554 -34.6133026670548)
FRAPPE,RESTAURANTE,TAPAS,Comuna 2,Recoleta,-34.5854420265455,-58.3932570707721,POINT (-58.3932570707721 -34.5854420265455)
FRAPPE,RESTAURANTE,INTERNACIONAL,Comuna 13,NuAfA+-ez,-34.5425390334133,-58.4728718524912,POINT (-58.4728718524912 -34.5425390334133)
FRATEMPO,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5890853454878,-58.3996127836727,POINT (-58.3996127836727 -34.5890853454878)
FREDU II,RESTAURANTE,PIZZERIA,Comuna 7,Parque Chacabuco,-34.6285304278269,-58.4367974991289,POINT (-58.4367974991289 -34.6285304278269)
FREIBURGUER HOF,RESTAURANTE,TRADICIONAL,Comuna 1,San Telmo,-34.6159501019026,-58.3705115237949,POINT (-58.3705115237949 -34.6159501019026)
FREUD & FAHLER,RESTAURANTE,DE AUTOR,Comuna 14,Palermo,-34.5883870597579,-58.4278392218526,POINT (-58.4278392218526 -34.5883870597579)
FRIENDS,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.601270919543,-58.3800299941306,POINT (-58.3800299941306 -34.601270919543)
FRISCO,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.604676060692,-58.3773943208015,POINT (-58.3773943208015 -34.604676060692)
FRULATO,CAFE,MINUTAS,Comuna 6,Caballito,-34.6237364398696,-58.4275741756586,POINT (-58.4275741756586 -34.6237364398696)
FULBO,RESTAURANTE,MEDITERRANEA,Comuna 1,San Nicolas,-34.6000138306597,-58.374028789841,POINT (-58.374028789841 -34.6000138306597)
FURCOL,RESTAURANTE,PIZZERIA,Comuna 11,Villa Del Parque,-34.6132781180584,-58.4931641599916,POINT (-58.4931641599916 -34.6132781180584)
FU RU HAI,RESTAURANTE,CHINA,Comuna 13,Belgrano,-34.5604567782576,-58.4608150695904,POINT (-58.4608150695904 -34.5604567782576)
FUSSION,RESTAURANTE,PARRILLA,Comuna 1,San Nicolas,-34.5997836792094,-58.3768424886606,POINT (-58.3768424886606 -34.5997836792094)
FUZUE,RESTAURANTE,BRASILERA,Comuna 5,Almagro,-34.5998444612382,-58.4142477491806,POINT (-58.4142477491806 -34.5998444612382)
GALAXY,RESTAURANTE,SANDWICHERIA,Comuna 3,Balvanera,-34.6044531957122,-58.4007990771208,POINT (-58.4007990771208 -34.6044531957122)
GALILEO,BAR,MINUTAS,Comuna 3,Balvanera,-34.6074604656245,-58.4027230222505,POINT (-58.4027230222505 -34.6074604656245)
GANDHI,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5988345952223,-58.4028250055851,POINT (-58.4028250055851 -34.5988345952223)
GARBIS,RESTAURANTE,ARMENIA,Comuna 13,Belgrano,-34.5548470631425,-58.4542405223104,POINT (-58.4542405223104 -34.5548470631425)
GARBIS,CONFITERIA,ARMENIA,Comuna 14,Palermo,-34.5799928505973,-58.4099645602003,POINT (-58.4099645602003 -34.5799928505973)
GARIK,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6051124290502,-58.3843584093114,POINT (-58.3843584093114 -34.6051124290502)
"GAUCHITO 2A,ASS",RESTAURANTE,TRADICIONAL,Comuna 1,San Telmo,-34.6171140180155,-58.3712058638548,POINT (-58.3712058638548 -34.6171140180155)
GAVILAN,CAFE,MINUTAS,Comuna 12,Villa Pueyrredon,-34.5869458963754,-58.5031217170207,POINT (-58.5031217170207 -34.5869458963754)
GAZEBO,RESTAURANTE,TRADICIONAL,Comuna 14,Palermo,-34.5804025679073,-58.413264234273,POINT (-58.413264234273 -34.5804025679073)
GEDREZ,BAR,INTERNACIONAL,Comuna 1,San Nicolas,-34.6055090968009,-58.3718562810906,POINT (-58.3718562810906 -34.6055090968009)
GENESIS,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6104794561524,-58.3934614268887,POINT (-58.3934614268887 -34.6104794561524)
GIANNI'S,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6001361357353,-58.378826427114,POINT (-58.378826427114 -34.6001361357353)
GIANNIS'S,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.5990172374921,-58.3713945695577,POINT (-58.3713945695577 -34.5990172374921)
GIBRALTAR,BAR,INTERNACIONAL,Comuna 1,San Telmo,-34.6183432773299,-58.3744046384491,POINT (-58.3744046384491 -34.6183432773299)
GIJON,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6167314087879,-58.3860359261256,POINT (-58.3860359261256 -34.6167314087879)
GINO,RESTAURANTE,ITALIANA,Comuna 1,Monserrat,-34.6100754704501,-58.3744256144998,POINT (-58.3744256144998 -34.6100754704501)
GIOVANE,BAR,MINUTAS,Comuna 14,Palermo,-34.586057956882,-58.4172179495975,POINT (-58.4172179495975 -34.586057956882)
GIOVANI,RESTAURANTE,MINUTAS,Comuna 4,Boca,-34.6276282694226,-58.3660351776658,POINT (-58.3660351776658 -34.6276282694226)
GIRASOLES,RESTAURANTE,PARRILLA,Comuna 2,Recoleta,-34.5967996085629,-58.4068233289088,POINT (-58.4068233289088 -34.5967996085629)
GODI,RESTAURANTE,DE AUTOR,Comuna 14,Palermo,-34.5891767166337,-58.4256086840373,POINT (-58.4256086840373 -34.5891767166337)
GOL BAR,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6004799559867,-58.3856752086619,POINT (-58.3856752086619 -34.6004799559867)
GOLDEN,BAR,INTERNACIONAL,Comuna 1,San Nicolas,-34.5998693370559,-58.3726072637473,POINT (-58.3726072637473 -34.5998693370559)
GOURMET,RESTAURANTE,FAST FOOD,Comuna 1,San Nicolas,-34.6022468065803,-58.3724756129301,POINT (-58.3724756129301 -34.6022468065803)
GRACE RESTO BAR,BAR,MINUTAS,Comuna 10,Monte Castro,-34.6244478144185,-58.5214930186898,POINT (-58.5214930186898 -34.6244478144185)
GRAN CANDOMBE,BAR,TRADICIONAL,Comuna 1,San Telmo,-34.6233943680855,-58.3740556268911,POINT (-58.3740556268911 -34.6233943680855)
GRAN COLON,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6067301286484,-58.37027166679,POINT (-58.37027166679 -34.6067301286484)
GRAN COMET,BAR,MINUTAS,Comuna 1,Monserrat,-34.6109001388711,-58.3698228193197,POINT (-58.3698228193197 -34.6109001388711)
GRANDA BISTRO,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5934371676409,-58.3968905631633,POINT (-58.3968905631633 -34.5934371676409)
GRAND KING HOTEL,RESTAURANTE,INTERNACIONAL,Comuna 1,San Nicolas,-34.6022129751982,-58.3747417538925,POINT (-58.3747417538925 -34.6022129751982)
GRANIX RESTAURANT,RESTAURANTE,VEGETARIANA,Comuna 1,San Nicolas,-34.6061256894968,-58.3750252402059,POINT (-58.3750252402059 -34.6061256894968)
GRAN MARIN,RESTAURANTE,MINUTAS,Comuna 2,Recoleta,-34.5855889264076,-58.388285258155,POINT (-58.388285258155 -34.5855889264076)
GRANT'S,RESTAURANTE,TENEDOR LIBRE,Comuna 2,Recoleta,-34.5948623508859,-58.3971942977518,POINT (-58.3971942977518 -34.5948623508859)
GRAPPA,RESTAURANTE,ITALIANA,Comuna 14,Palermo,-34.581650605363,-58.4375557371063,POINT (-58.4375557371063 -34.581650605363)
GREEN BAMBOO,RESTAURANTE,TAILANDESA,Comuna 14,Palermo,-34.5810408984498,-58.4368453875163,POINT (-58.4368453875163 -34.5810408984498)
